RoomNumber	RoomTypeID	FeaturepkgID
100,1,1
101,1,1
102,1,1
103,1,1
104,1,1
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,1,1
117,2,1
118,1,1
119,1,1
120,1,1
121,2,1
122,1,1
123,2,1
124,1,1
125,2,1
126,1,1
127,1,1
128,1,1
129,1,1
130,1,1
131,1,1
132,1,1
133,1,1
134,1,1
135,3,1
136,1,1
137,1,1
138,1,1
139,1,1
140,1,1
141,1,1
142,1,1
143,1,1
144,1,1
145,1,1
146,1,1
147,1,1
148,1,1
149,1,1
150,1,1
151,3,3
152,1,3
153,1,3
154,1,3
155,1,3
156,1,3
157,1,3
158,1,3
159,1,3
160,1,3
161,4,3
162,1,3
163,1,3
164,1,3
165,1,3
166,1,3
167,4,3
168,1,3
169,1,3
170,1,3
171,1,3
172,1,3
173,1,3
174,4,3
175,1,3
176,1,3
177,1,3
178,1,3
179,1,3
180,1,3
181,1,3
182,1,3
183,1,3
184,1,3
185,1,3
186,4,3
187,1,3
188,1,3
189,1,3
190,1,3
191,1,3
192,1,3
193,1,3
194,1,3
195,1,3
196,1,3
197,1,3
198,1,3
199,5,3
200,1,\N
201,1,\N
202,1,\N
203,1,\N
204,1,\N
205,1,\N
206,1,\N
207,1,\N
208,1,\N
209,1,\N
210,1,\N
211,1,\N
212,1,\N
213,1,\N
214,1,\N
215,1,\N
216,1,\N
217,2,\N
218,1,\N
219,1,\N
220,1,\N
221,2,\N
222,1,\N
223,2,\N
224,1,\N
225,2,\N
226,1,\N
227,1,\N
228,1,\N
229,1,\N
230,1,\N
231,1,\N
232,1,\N
233,1,\N
234,1,\N
235,3,\N
236,1,\N
237,1,\N
238,1,\N
239,1,\N
240,1,\N
241,1,\N
242,1,\N
243,1,\N
244,1,\N
245,1,\N
246,1,\N
247,1,\N
248,1,\N
249,1,\N
250,1,\N
251,3,\N
252,1,\N
253,1,\N
254,1,\N
255,1,\N
256,1,\N
257,1,\N
258,1,\N
259,1,\N
260,1,\N
261,4,\N
262,1,\N
263,1,\N
264,1,\N
265,1,\N
266,1,\N
267,4,\N
268,1,\N
269,1,\N
270,1,\N
271,1,\N
272,1,\N
273,1,\N
274,4,\N
275,1,\N
276,1,\N
277,1,\N
278,1,\N
279,1,\N
280,1,\N
281,1,\N
282,1,\N
283,1,\N
284,1,\N
285,1,\N
286,4,\N
287,1,\N
288,1,\N
289,1,\N
290,1,\N
291,1,\N
292,1,\N
293,1,\N
294,1,\N
295,1,\N
296,1,\N
297,1,\N
298,1,\N
299,5,\N
300,1,\N
301,1,\N
302,1,\N
303,1,\N
304,1,\N
305,1,\N
306,1,\N
307,1,\N
308,1,\N
309,1,\N
310,1,\N
311,1,\N
312,1,\N
313,1,\N
314,1,\N
315,1,\N
316,1,\N
317,2,\N
318,1,\N
319,1,\N
320,1,\N
321,2,\N
322,1,\N
323,2,\N
324,1,\N
325,2,\N
326,1,\N
327,1,\N
328,1,\N
329,1,\N
330,1,\N
331,1,\N
332,1,\N
333,1,\N
334,1,\N
335,3,\N
336,1,\N
337,1,\N
338,1,\N
339,1,\N
340,1,\N
341,1,\N
342,1,\N
343,1,\N
344,1,\N
345,1,\N
346,1,\N
347,1,\N
348,1,\N
349,1,\N
350,1,\N
351,3,\N
352,1,\N
353,1,\N
354,1,\N
355,1,\N
356,1,\N
357,1,\N
358,1,\N
359,1,\N
360,1,\N
361,4,\N
362,1,\N
363,1,\N
364,1,\N
365,1,\N
366,1,\N
367,4,\N
368,1,\N
369,1,\N
370,1,\N
371,1,\N
372,1,\N
373,1,\N
374,4,\N
375,1,\N
376,1,\N
377,1,\N
378,1,\N
379,1,\N
380,1,\N
381,1,\N
382,1,\N
383,1,\N
384,1,\N
385,1,\N
386,4,\N
387,1,\N
388,1,\N
389,1,\N
390,1,\N
391,1,\N
392,1,\N
393,1,\N
394,1,\N
395,1,\N
396,1,\N
397,1,\N
398,1,\N
399,5,\N
400,1,\N
401,1,\N
402,1,\N
403,1,\N
404,1,\N
405,1,\N
406,1,\N
407,1,\N
408,1,\N
409,1,\N
410,1,\N
411,1,\N
412,1,\N
413,1,\N
414,1,\N
415,1,\N
416,1,\N
417,2,\N
418,1,\N
419,1,\N
420,1,\N
421,2,\N
422,1,\N
423,2,\N
424,1,\N
425,2,\N
426,1,\N
427,1,\N
428,1,\N
429,1,\N
430,1,\N
431,1,\N
432,1,\N
433,1,\N
434,1,\N
435,3,\N
436,1,\N
437,1,\N
438,1,\N
439,1,\N
440,1,\N
441,1,\N
442,1,\N
443,1,\N
444,1,\N
445,1,3
446,1,3
447,1,3
448,1,3
449,1,3
450,1,3
451,3,3
452,1,3
453,1,3
454,1,3
455,1,3
456,1,3
457,1,3
458,1,3
459,1,3
460,1,3
461,4,3
462,1,3
463,1,3
464,1,3
465,1,3
466,1,3
467,4,3
468,1,3
469,1,3
470,1,3
471,1,3
472,1,3
473,1,3
474,4,3
475,1,3
476,1,3
477,1,3
478,1,3
479,1,3
480,1,3
481,1,3
482,1,3
483,1,3
484,1,3
485,1,3
486,4,3
487,1,3
488,1,3
489,1,3
490,1,3
491,1,3
492,1,3
493,1,3
494,1,3
495,1,3
496,1,3
497,1,3
498,1,3
499,5,3
500,1,2
501,1,2
502,1,2
503,1,2
504,1,2
505,1,2
506,1,2
507,1,2
508,1,2
509,1,2
510,1,2
511,1,2
512,1,2
513,1,2
514,1,2
515,1,2
516,1,2
517,2,2
